pattern_id,variant_id,category,pattern_name,variant_desc,dtype,difficulty,compiler_fixable,num_loops,num_arrays,lines_of_code,expected_speedup_range
COMP,COMP_v683,Composed,Multiple Overlapping Patterns,"Noinline loop-invariant scale + hoistable branch, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v684,Composed,Multiple Overlapping Patterns,"Top-down DP descent vs bottom-up sequential, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v685,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v686,Composed,Multiple Overlapping Patterns,"Triple: temps + bounds + cache, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v687,Composed,Multiple Overlapping Patterns,"Brute scan vs hash-table lookup, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v688,Composed,Multiple Overlapping Patterns,"Triple: invariant call + branch + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v689,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v690,Composed,Multiple Overlapping Patterns,"Redundant aggregation + column-major, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v691,Composed,Multiple Overlapping Patterns,"Parallel arrays vs tagged pointers + lookup [CedarDB DaMoN24], double",double,hard,False,2,2,15,10x-1000x
COMP,COMP_v692,Composed,Multiple Overlapping Patterns,"Hoistable branch + column-major access, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v693,Composed,Multiple Overlapping Patterns,"Per-chunk memcpy vs shared buffer + selection [DuckDB SIGMOD25], int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v695,Composed,Multiple Overlapping Patterns,"Noinline log-scale + bounds check + temps, float",float,hard,False,2,2,15,10x-1000x
COMP,COMP_v696,Composed,Multiple Overlapping Patterns,"Wide AoS stride access + redundant bounds, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v697,Composed,Multiple Overlapping Patterns,"Wide AoS stride access + redundant bounds, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v698,Composed,Multiple Overlapping Patterns,"Brute scan vs hash-table lookup, int",int,hard,False,2,2,15,10x-1000x
COMP,COMP_v699,Composed,Multiple Overlapping Patterns,"Sparse vec x col-major matrix vs sparse fast + row-major, int",int,hard,False,2,2,15,10x-1000x
DS-1,DS-1_v000,Data Structure,Linear Search vs Hash Lookup,"n_keys=5000, n_q=10000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v001,Data Structure,Linear Search vs Hash Lookup,"n_keys=2000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v002,Data Structure,Linear Search vs Hash Lookup,"n_keys=2000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v003,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v004,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=10000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v005,Data Structure,Linear Search vs Hash Lookup,"n_keys=2000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v006,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=10000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v007,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=20000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v008,Data Structure,Linear Search vs Hash Lookup,"n_keys=5000, n_q=20000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v009,Data Structure,Linear Search vs Hash Lookup,"n_keys=5000, n_q=20000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v010,Data Structure,Linear Search vs Hash Lookup,"n_keys=5000, n_q=10000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v011,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v012,Data Structure,Linear Search vs Hash Lookup,"n_keys=5000, n_q=10000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v013,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=5000",int,hard,False,2,2,12,10x-1000x
DS-1,DS-1_v014,Data Structure,Linear Search vs Hash Lookup,"n_keys=1000, n_q=20000",int,hard,False,2,2,12,10x-1000x
DS-2,DS-2_v000,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=10000000, chunk=16",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v001,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=20000000, chunk=8",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v002,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=20000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v003,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=20000000, chunk=8",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v004,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=10000000, chunk=8",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v005,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=10000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v006,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=20000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v007,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=20000000, chunk=16",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v008,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=10000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v009,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=20000000, chunk=16",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v010,Data Structure,Repeated Allocation vs Pre-allocation,"float, n=10000000, chunk=16",float,hard,False,2,1,12,2x-10x
DS-2,DS-2_v011,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=20000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v012,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=20000000, chunk=16",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v013,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=10000000, chunk=8",double,hard,False,2,1,12,2x-10x
DS-2,DS-2_v014,Data Structure,Repeated Allocation vs Pre-allocation,"double, n=20000000, chunk=8",double,hard,False,2,1,12,2x-10x
DS-4,DS-4_v000,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"sensors struct (32 fields, 256B), accessing ['pressure', 'ozone'], sum reduction",double,hard,False,1,2,15,16x-32x
DS-4,DS-4_v001,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"events struct (32 fields, 256B), accessing ['rate', 'confidence', 'amplitude'], sum reduction, while-loop",double,medium,False,1,3,15,10x-32x
DS-4,DS-4_v002,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"vertices struct (24 fields, 192B), accessing ['cb', 'cg'], max reduction",double,hard,False,1,2,15,12x-24x
DS-4,DS-4_v003,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"sensors struct (40 fields, 320B), accessing ['temp', 'co2', 'signal'], max reduction",double,medium,False,1,3,15,13x-40x
DS-4,DS-4_v004,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"particles struct (40 fields, 320B), accessing ['fy', 'potential'], sum reduction",double,hard,False,1,2,15,20x-40x
DS-4,DS-4_v005,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"pixels struct (40 fields, 320B), accessing ['depth', 'opacity'], sum reduction",double,hard,False,1,2,15,20x-40x
DS-4,DS-4_v007,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"vertices struct (32 fields, 256B), accessing ['pz', 'nw'], sum reduction",double,hard,False,1,2,15,16x-32x
DS-4,DS-4_v008,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"sensors struct (32 fields, 256B), accessing ['radiation', 'humidity', 'signal'], sum reduction",double,medium,False,1,3,15,10x-32x
DS-4,DS-4_v009,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"events struct (32 fields, 256B), accessing ['channel', 'baseline', 'z'], max reduction",double,medium,False,1,3,15,10x-32x
DS-4,DS-4_v011,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"pixels struct (32 fields, 256B), accessing ['diffuse', 'depth'], sum reduction",double,hard,False,1,2,15,16x-32x
DS-4,DS-4_v012,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"events struct (24 fields, 192B), accessing ['y', 'energy'], max reduction, while-loop",double,hard,False,1,2,15,12x-24x
DS-4,DS-4_v013,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"events struct (32 fields, 256B), accessing ['baseline', 'trigger', 'peak'], sum reduction",double,medium,False,1,3,15,10x-32x
DS-4,DS-4_v014,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"events struct (40 fields, 320B), accessing ['amplitude', 'confidence'], max reduction",double,hard,False,1,2,15,20x-40x
DS-4,DS-4_v017,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"vertices struct (32 fields, 256B), accessing ['ny', 'py'], sum reduction",double,hard,False,1,2,15,16x-32x
DS-4,DS-4_v018,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"pixels struct (32 fields, 256B), accessing ['normal_y', 'depth'], sum reduction, while-loop",double,hard,False,1,2,15,16x-32x
DS-4,DS-4_v019,Data Structure Inefficiency,Cache-Unfriendly Access (AoS vs SoA),"pixels struct (32 fields, 256B), accessing ['y', 'g'], sum reduction, while-loop",double,hard,False,1,2,15,16x-32x
HO-AL-1,HO-AL-1_v000,Algorithmic Inefficiency,Shuffle-Take-K vs Partial Fisher-Yates Sampling,Full Fisher-Yates of n=1e6 then take first k=100 -> selection-sampling variant doing only k swaps,int,hard,False,2,2,12,100x-10000x
HO-AL-1,HO-AL-1_v001,Algorithmic Inefficiency,Shuffle-Take-K vs Partial Fisher-Yates Sampling,"Full Fisher-Yates of n=1e6 then take first k=100 -> selection-sampling variant doing only k swaps (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,2,12,100x-10000x
HO-AL-1,HO-AL-1_v002,Algorithmic Inefficiency,Shuffle-Take-K vs Partial Fisher-Yates Sampling,"Full Fisher-Yates of n=1e6 then take first k=100 -> selection-sampling variant doing only k swaps (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,2,12,100x-10000x
HO-AL-1,HO-AL-1_v003,Algorithmic Inefficiency,Shuffle-Take-K vs Partial Fisher-Yates Sampling,"Full Fisher-Yates of n=1e6 then take first k=100 -> selection-sampling variant doing only k swaps (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,2,12,100x-10000x
HO-AL-1,HO-AL-1_v004,Algorithmic Inefficiency,Shuffle-Take-K vs Partial Fisher-Yates Sampling,"Full Fisher-Yates of n=1e6 then take first k=100 -> selection-sampling variant doing only k swaps (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,2,12,100x-10000x
HO-AL-2,HO-AL-2_v000,Algorithmic Inefficiency,Exact Distinct-Count vs HyperLogLog Sketch,"1M-key chained hash set distinct-count (O(N) memory, ~16MB malloc churn) -> HLL with 16384 6-bit registers (12 KB fixed) harmonic-mean estimate",int,hard,False,3,2,45,5x-50x
HO-AL-2,HO-AL-2_v001,Algorithmic Inefficiency,Exact Distinct-Count vs HyperLogLog Sketch,"1M-key chained hash set distinct-count (O(N) memory, ~16MB malloc churn) -> HLL with 16384 6-bit registers (12 KB fixed) harmonic-mean estimate (variant 1: seed=43, n_scale=0.5x)",int,hard,False,3,2,45,5x-50x
HO-AL-2,HO-AL-2_v002,Algorithmic Inefficiency,Exact Distinct-Count vs HyperLogLog Sketch,"1M-key chained hash set distinct-count (O(N) memory, ~16MB malloc churn) -> HLL with 16384 6-bit registers (12 KB fixed) harmonic-mean estimate (variant 2: seed=44, n_scale=1.5x)",int,hard,False,3,2,45,5x-50x
HO-AL-2,HO-AL-2_v003,Algorithmic Inefficiency,Exact Distinct-Count vs HyperLogLog Sketch,"1M-key chained hash set distinct-count (O(N) memory, ~16MB malloc churn) -> HLL with 16384 6-bit registers (12 KB fixed) harmonic-mean estimate (variant 3: seed=45, n_scale=2.0x)",int,hard,False,3,2,45,5x-50x
HO-AL-2,HO-AL-2_v004,Algorithmic Inefficiency,Exact Distinct-Count vs HyperLogLog Sketch,"1M-key chained hash set distinct-count (O(N) memory, ~16MB malloc churn) -> HLL with 16384 6-bit registers (12 KB fixed) harmonic-mean estimate (variant 4: seed=46, n_scale=0.7x)",int,hard,False,3,2,45,5x-50x
HO-AL-3,HO-AL-3_v000,Algorithmic Inefficiency,Exact Frequency Map vs Count-Min Sketch,"Chained hash-map<int,int> over 1M (key,inc) pairs (variable memory, hash-walk per insert) -> 2048x5 Count-Min Sketch (40 KB fixed, 5 cell updates per insert, min over 5 cells per query)",int,hard,False,3,4,55,3x-20x
HO-AL-3,HO-AL-3_v002,Algorithmic Inefficiency,Exact Frequency Map vs Count-Min Sketch,"Chained hash-map<int,int> over 1M (key,inc) pairs (variable memory, hash-walk per insert) -> 2048x5 Count-Min Sketch (40 KB fixed, 5 cell updates per insert, min over 5 cells per query) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,3,4,55,3x-20x
HO-AL-3,HO-AL-3_v003,Algorithmic Inefficiency,Exact Frequency Map vs Count-Min Sketch,"Chained hash-map<int,int> over 1M (key,inc) pairs (variable memory, hash-walk per insert) -> 2048x5 Count-Min Sketch (40 KB fixed, 5 cell updates per insert, min over 5 cells per query) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,3,4,55,3x-20x
HO-AL-4,HO-AL-4_v000,Algorithmic Inefficiency,HyperLogLogLog (Compressed HLL) via Base+Offset and Bulking,"Vanilla HLL with 16384x8b registers (16 KB) -> HyperLogLogLog with 16384x4b offsets + 256x8b per-block bases (~8.25 KB), amortized O(1) inserts via 256-element bulking that batches rebases",int,hard,False,4,4,80,0.5x-2x
HO-AL-4,HO-AL-4_v001,Algorithmic Inefficiency,HyperLogLogLog (Compressed HLL) via Base+Offset and Bulking,"Vanilla HLL with 16384x8b registers (16 KB) -> HyperLogLogLog with 16384x4b offsets + 256x8b per-block bases (~8.25 KB), amortized O(1) inserts via 256-element bulking that batches rebases (variant 1: seed=43, n_scale=0.5x)",int,hard,False,4,4,80,0.5x-2x
HO-AL-4,HO-AL-4_v002,Algorithmic Inefficiency,HyperLogLogLog (Compressed HLL) via Base+Offset and Bulking,"Vanilla HLL with 16384x8b registers (16 KB) -> HyperLogLogLog with 16384x4b offsets + 256x8b per-block bases (~8.25 KB), amortized O(1) inserts via 256-element bulking that batches rebases (variant 2: seed=44, n_scale=1.5x)",int,hard,False,4,4,80,0.5x-2x
HO-AL-4,HO-AL-4_v003,Algorithmic Inefficiency,HyperLogLogLog (Compressed HLL) via Base+Offset and Bulking,"Vanilla HLL with 16384x8b registers (16 KB) -> HyperLogLogLog with 16384x4b offsets + 256x8b per-block bases (~8.25 KB), amortized O(1) inserts via 256-element bulking that batches rebases (variant 3: seed=45, n_scale=2.0x)",int,hard,False,4,4,80,0.5x-2x
HO-AL-4,HO-AL-4_v004,Algorithmic Inefficiency,HyperLogLogLog (Compressed HLL) via Base+Offset and Bulking,"Vanilla HLL with 16384x8b registers (16 KB) -> HyperLogLogLog with 16384x4b offsets + 256x8b per-block bases (~8.25 KB), amortized O(1) inserts via 256-element bulking that batches rebases (variant 4: seed=46, n_scale=0.7x)",int,hard,False,4,4,80,0.5x-2x
HO-CF-1,HO-CF-1_v000,Control Flow,Tagged-Dispatch If/Else Chain to Lookup Table,8-way if/else chain over irregular tag bytes (no switch -> jump-table possible) -> single-load weight table,float,hard,False,1,2,18,5x-15x
HO-CF-1,HO-CF-1_v001,Control Flow,Tagged-Dispatch If/Else Chain to Lookup Table,"8-way if/else chain over irregular tag bytes (no switch -> jump-table possible) -> single-load weight table (variant 1: seed=43, n_scale=0.5x)",float,hard,False,1,2,18,5x-15x
HO-CF-1,HO-CF-1_v002,Control Flow,Tagged-Dispatch If/Else Chain to Lookup Table,"8-way if/else chain over irregular tag bytes (no switch -> jump-table possible) -> single-load weight table (variant 2: seed=44, n_scale=1.5x)",float,hard,False,1,2,18,5x-15x
HO-CF-1,HO-CF-1_v003,Control Flow,Tagged-Dispatch If/Else Chain to Lookup Table,"8-way if/else chain over irregular tag bytes (no switch -> jump-table possible) -> single-load weight table (variant 3: seed=45, n_scale=2.0x)",float,hard,False,1,2,18,5x-15x
HO-CF-1,HO-CF-1_v004,Control Flow,Tagged-Dispatch If/Else Chain to Lookup Table,"8-way if/else chain over irregular tag bytes (no switch -> jump-table possible) -> single-load weight table (variant 4: seed=46, n_scale=0.7x)",float,hard,False,1,2,18,5x-15x
HO-CF-2,HO-CF-2_v000,Control Flow,Computed-Goto Threaded Dispatch vs Switch,"10-opcode stack VM, N=1M instructions dispatched",int,hard,False,1,2,32,1.05x-1.3x
HO-CF-2,HO-CF-2_v001,Control Flow,Computed-Goto Threaded Dispatch vs Switch,"10-opcode stack VM, N=1M instructions dispatched (variant 1: seed=43, n_scale=0.5x)",int,hard,False,1,2,32,1.05x-1.3x
HO-CF-2,HO-CF-2_v002,Control Flow,Computed-Goto Threaded Dispatch vs Switch,"10-opcode stack VM, N=1M instructions dispatched (variant 2: seed=44, n_scale=1.5x)",int,hard,False,1,2,32,1.05x-1.3x
HO-CF-2,HO-CF-2_v003,Control Flow,Computed-Goto Threaded Dispatch vs Switch,"10-opcode stack VM, N=1M instructions dispatched (variant 3: seed=45, n_scale=2.0x)",int,hard,False,1,2,32,1.05x-1.3x
HO-CF-2,HO-CF-2_v004,Control Flow,Computed-Goto Threaded Dispatch vs Switch,"10-opcode stack VM, N=1M instructions dispatched (variant 4: seed=46, n_scale=0.7x)",int,hard,False,1,2,32,1.05x-1.3x
HO-CF-3,HO-CF-3_v000,Control Flow,Predicate-by-Mask vs Fragile Cmov Lowering,high-register-pressure hot loop where if-vs-cmov lowering is fragile,int,hard,False,1,3,28,0.95x-3x
HO-CF-3,HO-CF-3_v001,Control Flow,Predicate-by-Mask vs Fragile Cmov Lowering,"high-register-pressure hot loop where if-vs-cmov lowering is fragile (variant 1: seed=43, n_scale=0.5x)",int,hard,False,1,3,28,0.95x-3x
HO-CF-3,HO-CF-3_v002,Control Flow,Predicate-by-Mask vs Fragile Cmov Lowering,"high-register-pressure hot loop where if-vs-cmov lowering is fragile (variant 2: seed=44, n_scale=1.5x)",int,hard,False,1,3,28,0.95x-3x
HO-CF-3,HO-CF-3_v003,Control Flow,Predicate-by-Mask vs Fragile Cmov Lowering,"high-register-pressure hot loop where if-vs-cmov lowering is fragile (variant 3: seed=45, n_scale=2.0x)",int,hard,False,1,3,28,0.95x-3x
HO-CF-3,HO-CF-3_v004,Control Flow,Predicate-by-Mask vs Fragile Cmov Lowering,"high-register-pressure hot loop where if-vs-cmov lowering is fragile (variant 4: seed=46, n_scale=0.7x)",int,hard,False,1,3,28,0.95x-3x
HO-CF-4,HO-CF-4_v000,Control Flow,Per-Call EOB Check vs Inlined Bitstream Refill,"5-bit symbol bitstream decoder, 1M symbols, per-call vs inlined refill",int,hard,False,2,1,45,1.3x-3x
HO-CF-4,HO-CF-4_v001,Control Flow,Per-Call EOB Check vs Inlined Bitstream Refill,"5-bit symbol bitstream decoder, 1M symbols, per-call vs inlined refill (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,1,45,1.3x-3x
HO-CF-4,HO-CF-4_v002,Control Flow,Per-Call EOB Check vs Inlined Bitstream Refill,"5-bit symbol bitstream decoder, 1M symbols, per-call vs inlined refill (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,1,45,1.3x-3x
HO-CF-4,HO-CF-4_v003,Control Flow,Per-Call EOB Check vs Inlined Bitstream Refill,"5-bit symbol bitstream decoder, 1M symbols, per-call vs inlined refill (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,1,45,1.3x-3x
HO-CF-4,HO-CF-4_v004,Control Flow,Per-Call EOB Check vs Inlined Bitstream Refill,"5-bit symbol bitstream decoder, 1M symbols, per-call vs inlined refill (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,1,45,1.3x-3x
HO-CF-5,HO-CF-5_v000,Control Flow,FSE-Style Table-Driven FSM vs Nested If/Else,8-state FSM decoded from 1M-byte input via nested if-else vs precomputed table,int,hard,False,1,3,56,1.5x-6x
HO-CF-5,HO-CF-5_v001,Control Flow,FSE-Style Table-Driven FSM vs Nested If/Else,"8-state FSM decoded from 1M-byte input via nested if-else vs precomputed table (variant 1: seed=43, n_scale=0.5x)",int,hard,False,1,3,56,1.5x-6x
HO-CF-5,HO-CF-5_v002,Control Flow,FSE-Style Table-Driven FSM vs Nested If/Else,"8-state FSM decoded from 1M-byte input via nested if-else vs precomputed table (variant 2: seed=44, n_scale=1.5x)",int,hard,False,1,3,56,1.5x-6x
HO-CF-5,HO-CF-5_v003,Control Flow,FSE-Style Table-Driven FSM vs Nested If/Else,"8-state FSM decoded from 1M-byte input via nested if-else vs precomputed table (variant 3: seed=45, n_scale=2.0x)",int,hard,False,1,3,56,1.5x-6x
HO-CF-5,HO-CF-5_v004,Control Flow,FSE-Style Table-Driven FSM vs Nested If/Else,"8-state FSM decoded from 1M-byte input via nested if-else vs precomputed table (variant 4: seed=46, n_scale=0.7x)",int,hard,False,1,3,56,1.5x-6x
HO-DS-1,HO-DS-1_v000,Data Structure Inefficiency,Hot/Cold Field Separation,"32-double 256B struct (4 cache lines), hot loop reads 2 fields -> split into hot[] (16B/rec, 4 recs/line) + cold[]",double,hard,False,1,2,14,5x-15x
HO-DS-1,HO-DS-1_v001,Data Structure Inefficiency,Hot/Cold Field Separation,"32-double 256B struct (4 cache lines), hot loop reads 2 fields -> split into hot[] (16B/rec, 4 recs/line) + cold[] (variant 1: seed=43, n_scale=0.5x)",double,hard,False,1,2,14,5x-15x
HO-DS-1,HO-DS-1_v002,Data Structure Inefficiency,Hot/Cold Field Separation,"32-double 256B struct (4 cache lines), hot loop reads 2 fields -> split into hot[] (16B/rec, 4 recs/line) + cold[] (variant 2: seed=44, n_scale=1.5x)",double,hard,False,1,2,14,5x-15x
HO-DS-1,HO-DS-1_v003,Data Structure Inefficiency,Hot/Cold Field Separation,"32-double 256B struct (4 cache lines), hot loop reads 2 fields -> split into hot[] (16B/rec, 4 recs/line) + cold[] (variant 3: seed=45, n_scale=2.0x)",double,hard,False,1,2,14,5x-15x
HO-DS-1,HO-DS-1_v004,Data Structure Inefficiency,Hot/Cold Field Separation,"32-double 256B struct (4 cache lines), hot loop reads 2 fields -> split into hot[] (16B/rec, 4 recs/line) + cold[] (variant 4: seed=46, n_scale=0.7x)",double,hard,False,1,2,14,5x-15x
HO-DS-2,HO-DS-2_v000,Data Structure Inefficiency,Small Dictionary as Linear Array,"Open-addressed hash table with noinline strong hash (12 keys) -> 12-pair flat linear scan; 1e6 lookups, 100% hit rate",int,hard,False,2,3,22,3x-10x
HO-DS-2,HO-DS-2_v001,Data Structure Inefficiency,Small Dictionary as Linear Array,"Open-addressed hash table with noinline strong hash (12 keys) -> 12-pair flat linear scan; 1e6 lookups, 100% hit rate (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,3,22,3x-10x
HO-DS-2,HO-DS-2_v002,Data Structure Inefficiency,Small Dictionary as Linear Array,"Open-addressed hash table with noinline strong hash (12 keys) -> 12-pair flat linear scan; 1e6 lookups, 100% hit rate (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,3,22,3x-10x
HO-DS-2,HO-DS-2_v003,Data Structure Inefficiency,Small Dictionary as Linear Array,"Open-addressed hash table with noinline strong hash (12 keys) -> 12-pair flat linear scan; 1e6 lookups, 100% hit rate (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,3,22,3x-10x
HO-DS-2,HO-DS-2_v004,Data Structure Inefficiency,Small Dictionary as Linear Array,"Open-addressed hash table with noinline strong hash (12 keys) -> 12-pair flat linear scan; 1e6 lookups, 100% hit rate (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,3,22,3x-10x
HO-DS-3,HO-DS-3_v000,Data Structure Inefficiency,Narrow-Integer Densification,"int64_t field over [0,255] in 64B struct (1 record/line) -> uint8_t array (64 records/line)",int,hard,False,1,2,14,3x-30x
HO-DS-3,HO-DS-3_v001,Data Structure Inefficiency,Narrow-Integer Densification,"int64_t field over [0,255] in 64B struct (1 record/line) -> uint8_t array (64 records/line) (variant 1: seed=43, n_scale=0.5x)",int,hard,False,1,2,14,3x-30x
HO-DS-3,HO-DS-3_v002,Data Structure Inefficiency,Narrow-Integer Densification,"int64_t field over [0,255] in 64B struct (1 record/line) -> uint8_t array (64 records/line) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,1,2,14,3x-30x
HO-DS-3,HO-DS-3_v003,Data Structure Inefficiency,Narrow-Integer Densification,"int64_t field over [0,255] in 64B struct (1 record/line) -> uint8_t array (64 records/line) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,1,2,14,3x-30x
HO-DS-3,HO-DS-3_v004,Data Structure Inefficiency,Narrow-Integer Densification,"int64_t field over [0,255] in 64B struct (1 record/line) -> uint8_t array (64 records/line) (variant 4: seed=46, n_scale=0.7x)",int,hard,False,1,2,14,3x-30x
HO-DS-4,HO-DS-4_v000,Data Structure Inefficiency,Pointer-Bit-Packing Tag Scheme,tag inside scattered node (pointer-chase DRAM miss per probe) -> 16-bit tag in upper bits of pointer (probe avoids deref on miss),int,hard,False,1,1,18,3x-10x
HO-DS-4,HO-DS-4_v001,Data Structure Inefficiency,Pointer-Bit-Packing Tag Scheme,"tag inside scattered node (pointer-chase DRAM miss per probe) -> 16-bit tag in upper bits of pointer (probe avoids deref on miss) (variant 1: seed=43, n_scale=0.5x)",int,hard,False,1,1,18,3x-10x
HO-DS-4,HO-DS-4_v002,Data Structure Inefficiency,Pointer-Bit-Packing Tag Scheme,"tag inside scattered node (pointer-chase DRAM miss per probe) -> 16-bit tag in upper bits of pointer (probe avoids deref on miss) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,1,1,18,3x-10x
HO-DS-4,HO-DS-4_v003,Data Structure Inefficiency,Pointer-Bit-Packing Tag Scheme,"tag inside scattered node (pointer-chase DRAM miss per probe) -> 16-bit tag in upper bits of pointer (probe avoids deref on miss) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,1,1,18,3x-10x
HO-DS-4,HO-DS-4_v004,Data Structure Inefficiency,Pointer-Bit-Packing Tag Scheme,"tag inside scattered node (pointer-chase DRAM miss per probe) -> 16-bit tag in upper bits of pointer (probe avoids deref on miss) (variant 4: seed=46, n_scale=0.7x)",int,hard,False,1,1,18,3x-10x
HO-DS-5,HO-DS-5_v000,Data Structure Inefficiency,SIMD-Friendly Block Interleaving (block_q4_Kx8),"{scale, qs[32]} per block (36B stride) -> {scales[8], qs[32][8]} super-block with transposed quants for 8-lane SIMD",float,hard,False,2,2,28,1.5x-5x
HO-DS-5,HO-DS-5_v001,Data Structure Inefficiency,SIMD-Friendly Block Interleaving (block_q4_Kx8),"{scale, qs[32]} per block (36B stride) -> {scales[8], qs[32][8]} super-block with transposed quants for 8-lane SIMD (variant 1: seed=43, n_scale=0.5x)",float,hard,False,2,2,28,1.5x-5x
